,pq_#,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
881,Pre-PQ Process,SCMS-42600,ASN-4242,Côte d'Ivoire,Direct Drop,EXW,HIV test,25,500,10000.0,20.0,0.8,Yes,2094.08,Air,19.6,30
882,Pre-PQ Process,SCMS-42640,ASN-4439,Zambia,Direct Drop,EXW,HIV test,100,4500,324000.0,72.0,0.72,Yes,11559.65,Air,635.04,52
883,Pre-PQ Process,SCMS-42680,ASN-3808,Haiti,Direct Drop,EXW,HIV test,100,150,20850.0,139.0,1.39,Yes,1894.41,Air,40.87,-38
884,Pre-PQ Process,SCMS-42690,ASN-4799,Haiti,Direct Drop,EXW,HIV test,100,150,20850.0,139.0,1.39,Yes,2486.15,Air,40.87,91
885,Pre-PQ Process,SCMS-42700,ASN-4005,Haiti,Direct Drop,EXW,HIV test,100,55,19250.0,350.0,3.5,Yes,3013.19,Air,37.73,2
886,Pre-PQ Process,SCMS-42830,ASN-3984,Nigeria,Direct Drop,FCA,Adult,120,159,6534.9,41.1,0.34,No,See ASN-3984 (ID#:2499),Air,12.81,-12
887,Pre-PQ Process,SCMS-42981,ASN-4647,Kenya,Direct Drop,EXW,HIV test,100,7500,600000.0,80.0,0.8,Yes,17974.69,Air,1176.0,88
888,Pre-PQ Process,SCMS-42990,ASN-3894,Kenya,Direct Drop,EXW,HIV test,30,5000,120000.0,24.0,0.8,Yes,11653.64,Air,235.2,-12
889,Pre-PQ Process,SCMS-43320,ASN-4100,Nigeria,Direct Drop,EXW,HIV test,100,1500,120000.0,80.0,0.8,Yes,7120,Air,235.2,7
890,Pre-PQ Process,SCMS-44710,ASN-3897,Namibia,Direct Drop,EXW,HIV test,20,600,19200.0,32.0,1.6,Yes,6148.29,Air,37.63,4
891,Pre-PQ Process,SCMS-45010,ASN-4303,Vietnam,Direct Drop,EXW,Adult,60,19392,130896.0,6.75,0.11,Yes,5209.46,Air,256.56,40
892,Pre-PQ Process,SCMS-45070,ASN-4419,Vietnam,Direct Drop,EXW,Adult,60,6000,14400.0,2.4,0.04,No,See ASN-4419 (ID#:3851),Air,28.22,39
893,Pre-PQ Process,SCMS-45630,ASN-4079,Namibia,Direct Drop,EXW,Pediatric,200,800,1072.0,1.34,0.01,Yes,1770.43,Air,2.1,7
894,Pre-PQ Process,SCMS-46110,ASN-4184,Botswana,Direct Drop,EXW,HIV test,20,75,2400.0,32.0,1.6,Yes,808,Air,4.7,18
895,Pre-PQ Process,SCMS-46540,ASN-4487,Vietnam,Direct Drop,CIP,Pediatric,60,80,560.0,7.0,0.12,No,Freight Included in Commodity Cost,Air,1.1,52
896,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,Direct Drop,DDP,Adult,30,1000,17020.0,17.02,0.57,No,Freight Included in Commodity Cost,Truck,33.36,50
897,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,Direct Drop,DDP,Adult,30,260,10670.4,41.04,1.37,No,Freight Included in Commodity Cost,Truck,20.91,50
898,Pre-PQ Process,SCMS-47052,ASN-5370,South Africa,Direct Drop,DDP,Pediatric,200,1200,2796.0,2.33,0.01,Yes,Freight Included in Commodity Cost,Truck,6.03,129
899,Pre-PQ Process,SCMS-48440,ASN-4596,Nigeria,Direct Drop,FCA,Adult,120,5000,205500.0,41.1,0.34,Yes,10490.77,Air,402.78,94
900,Pre-PQ Process,SCMS-29,ASN-114,Côte d'Ivoire,Direct Drop,EXW,HIV test,40,733,55231.55,75.35,1.88,Yes,7079.25,Air,47.04,-965
901,Pre-PQ Process,SCMS-61,ASN-43,Zambia,Direct Drop,EXW,HIV test,100,1250,100000.0,80.0,0.8,Yes,2829.61,Air,47.04,-975
902,Pre-PQ Process,SCMS-63,ASN-83,Haiti,Direct Drop,EXW,HIV test,100,500,40000.0,80.0,0.8,Yes,1215.84,Air,47.04,-957
903,Pre-PQ Process,SCMS-77,ASN-56,Vietnam,Direct Drop,EXW,Adult,60,1000,44500.0,44.5,0.74,Yes,7878.06,Air,47.04,-972
904,Pre-PQ Process,SCMS-123,ASN-78,Guyana,Direct Drop,EXW,Adult,60,245,2707.25,11.05,0.18,Yes,1020.6,Air,47.04,-936
905,Pre-PQ Process,SCMS-157,ASN-127,Uganda,Direct Drop,EXW,Adult,30,5080,85090.0,16.75,0.56,No,See ASN-127 (ID#:3955),Air,47.04,-893
906,Pre-PQ Process,SCMS-163,ASN-123,Zambia,Direct Drop,EXW,Adult,60,38534,423874.0,11.0,0.18,No,See ASN-123 (ID#:2685),Air,47.04,-894
907,Pre-PQ Process,SCMS-694,ASN-582,Nigeria,Direct Drop,EXW,HIV test,100,3500,280000.0,80.0,0.8,Yes,10879.22,Air,448.0,-665
908,Pre-PQ Process,SCMS-698,ASN-727,Côte d'Ivoire,Direct Drop,CIP,Adult,60,1389,7833.96,5.64,0.09,No,Freight Included in Commodity Cost,Air,12.53,-608
909,Pre-PQ Process,SCMS-749,ASN-737,Vietnam,Direct Drop,EXW,Adult,60,7000,94500.0,13.5,0.22,No,See ASN-737 (ID#:2765),Air,151.2,-608
910,Pre-PQ Process,SCMS-10280,ASN-787,Tanzania,Direct Drop,EXW,HIV test,25,10000,200000.0,20.0,0.8,Yes,29470,Air,320.0,-557
911,Pre-PQ Process,SCMS-10350,ASN-1933,Tanzania,Direct Drop,EXW,HIV test,25,10000,200000.0,20.0,0.8,Yes,22663.18,Air,320.0,-314
912,Pre-PQ Process,SCMS-10390,ASN-644,Botswana,Direct Drop,EXW,HIV test,100,10,3500.0,350.0,3.5,Yes,1091.64,Air,5.6,-640
913,Pre-PQ Process,SCMS-10980,ASN-1016,Vietnam,Direct Drop,EXW,Pediatric,60,1300,10075.0,7.75,0.13,Yes,3850.43,Air,16.12,-543
914,Pre-PQ Process,SCMS-11660,ASN-766,Guyana,Direct Drop,EXW,HIV test,20,120,3240.0,27.0,1.35,Yes,379.62,Air,5.18,-605
915,Pre-PQ Process,SCMS-11680,ASN-746,Zimbabwe,Direct Drop,EXW,HIV test,100,10,3500.0,350.0,3.5,Yes,536.08,Air,5.6,-601
916,Pre-PQ Process,SCMS-13010,ASN-904,Rwanda,Direct Drop,EXW,HIV test,30,3991,65851.5,16.5,0.55,Yes,9898.8,Air,105.36,-563
917,Pre-PQ Process,SCMS-14150,ASN-1085,Rwanda,Direct Drop,EXW,HIV test,100,463,64357.0,139.0,1.39,Yes,4360.83,Air,102.97,-500
918,Pre-PQ Process,SCMS-14150,ASN-1085,Rwanda,Direct Drop,EXW,HIV test,100,300,41700.0,139.0,1.39,No,See ASN-1085 (ID#:9487),Air,66.72,-500
919,Pre-PQ Process,SCMS-14201,ASN-1172,Vietnam,Direct Drop,EXW,Adult,60,600,5028.0,8.38,0.14,Yes,2127.22,Air,8.04,-493
920,Pre-PQ Process,SCMS-14730,ASN-1067,Rwanda,Direct Drop,CIP,Adult,30,48259,567043.25,11.75,0.39,Yes,19088.86,Air,907.27,-515
921,Pre-PQ Process,SCMS-15490,ASN-4374,Haiti,Direct Drop,EXW,HIV test,100,3,417.0,139.0,1.39,Yes,1800.33,Air,0.82,35
922,Pre-PQ Process,SCMS-15520,ASN-1199,Haiti,Direct Drop,EXW,HIV test,100,1000,70000.0,70.0,0.7,Yes,4829.61,Air,112.0,-495
923,Pre-PQ Process,SCMS-15870,ASN-1319,Haiti,Direct Drop,EXW,HIV test,100,2,278.0,139.0,1.39,Yes,Invoiced Separately,Air,0.44,-469
924,Pre-PQ Process,SCMS-16220,ASN-1329,Ethiopia,Direct Drop,EXW,Adult,30,780,7.8,0.01,0.0,No,See ASN-1329 (ID#:6896),Air,0.01,-454
925,Pre-PQ Process,SCMS-16600,ASN-2292,South Africa,Direct Drop,DDP,Pediatric,200,4,57.92,14.48,0.07,Yes,Freight Included in Commodity Cost,Air,0.09,-402
926,Pre-PQ Process,SCMS-16600,ASN-1526,South Africa,Direct Drop,DDP,Adult,60,2500,14325.0,5.73,0.1,Yes,Freight Included in Commodity Cost,Air,22.92,-497
927,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,Direct Drop,DDP,Pediatric,90,100,3297.0,32.97,0.37,No,Freight Included in Commodity Cost,Air,5.28,-514
928,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,Direct Drop,DDP,Adult,30,150,3838.5,25.59,0.85,No,Freight Included in Commodity Cost,Air,6.14,-514
929,Pre-PQ Process,SCMS-16700,ASN-1327,Haiti,Direct Drop,EXW,HIV test,100,250,34750.0,139.0,1.39,Yes,Invoiced Separately,Air,55.6,-469
930,Pre-PQ Process,SCMS-16880,ASN-1592,Nigeria,Direct Drop,EXW,HIV test,20,7719,208413.0,27.0,1.35,Yes,15636.7,Air,333.46,-406
931,Pre-PQ Process,SCMS-17260,ASN-2532,Mozambique,Direct Drop,EXW,HIV test,20,5300,169600.0,32.0,1.6,Yes,32437.45,Air,271.36,-227
932,Pre-PQ Process,SCMS-17630,ASN-1532,South Africa,Direct Drop,DDP,Adult,60,600,3426.0,5.71,0.1,No,Freight Included in Commodity Cost,Truck,5.48,-497
933,Pre-PQ Process,SCMS-18480,ASN-1503,Guyana,Direct Drop,EXW,HIV test,100,240,17277.6,71.99,0.72,Yes,1442.92,Air,27.64,-418
934,Pre-PQ Process,SCMS-18520,ASN-1591,Ethiopia,Direct Drop,EXW,HIV test,1,1044,24012.0,23.0,23.0,Yes,6267.38,Air,38.42,-410
935,Pre-PQ Process,SCMS-18720,ASN-1610,Haiti,Direct Drop,EXW,HIV test,100,955,63985.0,67.0,0.67,Yes,1802.14,Air,102.38,-388
936,Pre-PQ Process,SCMS-18800,ASN-1613,Guyana,Direct Drop,EXW,HIV test,20,748,23936.0,32.0,1.6,Yes,3740.04,Air,38.3,-391
937,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,Direct Drop,DDP,Pediatric,90,80,2252.0,28.15,0.31,No,Freight Included in Commodity Cost,Truck,3.6,-403
938,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,Direct Drop,DDP,Adult,84,10,91.9,9.19,0.11,No,Freight Included in Commodity Cost,Truck,0.15,-403
939,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,Direct Drop,DDP,Adult,60,1000,4890.0,4.89,0.08,No,Freight Included in Commodity Cost,Truck,7.82,-403
940,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,Direct Drop,DDP,Pediatric,30,200,596.0,2.98,0.1,No,Freight Included in Commodity Cost,Truck,0.95,-403
941,Pre-PQ Process,SCMS-20200,ASN-2017,Vietnam,Direct Drop,EXW,Pediatric,60,360,2790.0,7.75,0.13,No,See ASN-2017 (ID#:5701),Air,4.46,-322
942,Pre-PQ Process,SCMS-20520,ASN-1794,Vietnam,Direct Drop,EXW,Pediatric,100,1400,7686.0,5.49,0.05,Yes,2869.03,Air,12.3,-364
943,Pre-PQ Process,SCMS-20540,ASN-2044,Vietnam,Direct Drop,EXW,Adult,30,10080,115718.4,11.48,0.38,Yes,5893.08,Air,185.15,-318
944,Pre-PQ Process,SCMS-20541,ASN-1793,Vietnam,Direct Drop,EXW,Adult,30,2016,27538.56,13.66,0.46,Yes,2867.81,Air,44.06,-364
945,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,Direct Drop,DDP,Adult,30,100,2386.0,23.86,0.8,No,Freight Included in Commodity Cost,Air,3.82,-420
946,Pre-PQ Process,SCMS-23360,ASN-2490,Vietnam,Direct Drop,FCA,Adult,120,1480,121656.0,82.2,0.68,Yes,2652.33,Air,194.65,-197
947,Pre-PQ Process,SCMS-23440,ASN-2335,Vietnam,Direct Drop,EXW,Adult,30,5040,51609.6,10.24,0.34,No,See ASN-2335 (ID#:5796),Air,82.58,-254
948,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,Direct Drop,DDP,Pediatric,90,80,2572.0,32.15,0.36,No,Freight Included in Commodity Cost,Truck,4.12,-389
949,Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,Direct Drop,DDP,Adult,30,20,765.0,38.25,1.27,No,Freight Included in Commodity Cost,Truck,1.22,-383
950,Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,Direct Drop,DDP,Adult,270,4,285.52,71.38,0.26,No,Freight Included in Commodity Cost,Truck,0.46,-383
951,Pre-PQ Process,SCMS-24890,ASN-2218,Ethiopia,Direct Drop,EXW,Malaria,1000,32,1434.88,44.84,0.04,Yes,399.18,Air,2.3,-292
952,Pre-PQ Process,SCMS-25300,ASN-2997,Zimbabwe,Direct Drop,EXW,HIV test - Ancillary,100,1396,13.96,0.01,0.0,No,See ASN-2997 (ID#:5860),Air,0.03,-130
953,Pre-PQ Process,SCMS-25910,ASN-2390,Rwanda,Direct Drop,CIP,Adult,30,83400,931578.0,11.17,0.37,Yes,87692.85,Air,1490.52,-251
954,Pre-PQ Process,SCMS-26290,ASN-2106,Nigeria,Direct Drop,EXW,ACT,540,34,1547.68,45.52,0.08,Yes,1976.57,Air,2.48,-300
955,Pre-PQ Process,SCMS-26290,ASN-2106,Nigeria,Direct Drop,EXW,ACT,540,34,1547.68,45.52,0.08,No,See ASN-2106 (ID#:9841),Air,2.48,-300
956,Pre-PQ Process,SCMS-26820,ASN-2487,South Africa,Direct Drop,DDP,Adult,60,1000,5310.0,5.31,0.09,No,Freight Included in Commodity Cost,Truck,8.5,-322
957,Pre-PQ Process,SCMS-27060,ASN-2438,Nigeria,Direct Drop,EXW,HIV test,100,6502,520094.98,79.99,0.8,No,See ASN-2438 (ID#:1941),Air,832.15,-229
958,Pre-PQ Process,SCMS-27330,ASN-2861,Vietnam,Direct Drop,CIP,Pediatric,60,240,1680.0,7.0,0.12,Yes,1516.05,Air,3.29,-200
959,Pre-PQ Process,SCMS-28390,ASN-2367,Nigeria,Direct Drop,EXW,ACT,540,25,875.0,35.0,0.06,Yes,1528.06,Air,1.4,-221
960,Pre-PQ Process,SCMS-26171,ASN-2515,Vietnam,Direct Drop,EXW,Adult,60,1800,15498.0,8.61,0.14,No,See ASN-2515 (ID#:4635),Air,24.8,-249
961,Pre-PQ Process,SCMS-28700,ASN-2720,Ethiopia,Direct Drop,EXW,HIV test,1,6998,160954.0,23.0,23.0,Yes,44360.44,Air,315.47,-214
962,Pre-PQ Process,SCMS-28830,ASN-2502,South Africa,Direct Drop,DDP,Adult,60,550,6820.0,12.4,0.21,No,Freight Included in Commodity Cost,Truck,10.91,-287
963,Pre-PQ Process,SCMS-28830,ASN-2503,South Africa,Direct Drop,DDP,Pediatric,200,10,125.4,12.54,0.06,No,Freight Included in Commodity Cost,Truck,0.2,-291
964,Pre-PQ Process,SCMS-28850,ASN-2513,Namibia,Direct Drop,EXW,HIV test,100,2,140.0,70.0,0.7,No,See ASN-2513 (ID#:3360),Air,0.22,-249
965,Pre-PQ Process,SCMS-29340,ASN-2921,Côte d'Ivoire,Direct Drop,EXW,ACT,24,20000,14000.0,0.7,0.03,No,See ASN-2921 (ID#:719),Air,27.44,-129
966,Pre-PQ Process,SCMS-29440,ASN-2403,Mozambique,Direct Drop,EXW,HIV test - Ancillary,100,1000,10.0,0.01,0.0,No,See ASN-2403 (ID#:3386),Air,0.02,-241
967,Pre-PQ Process,SCMS-31730,ASN-3313,Vietnam,Direct Drop,EXW,Adult,60,6966,16718.4,2.4,0.04,No,See ASN-3313 (ID#:3456),Air,32.77,-98
968,Pre-PQ Process,SCMS-31850,ASN-2711,Zimbabwe,Direct Drop,CIP,HIV test,1,5000,13398.72,2.68,2.68,Yes,Freight Included in Commodity Cost,Air,26.26,-198
969,Pre-PQ Process,SCMS-32410,ASN-3178,Ethiopia,Direct Drop,EXW,HIV test,20,9325,251775.0,27.0,1.35,Yes,15288.75,Air,493.48,-132
970,Pre-PQ Process,SCMS-32410,ASN-3259,Ethiopia,Direct Drop,EXW,HIV test,20,3711,100197.0,27.0,1.35,Yes,6112.63,Air,196.39,-122
971,Pre-PQ Process,SCMS-32490,ASN-2941,Botswana,Direct Drop,DDP,HIV test,100,5,3500.0,700.0,7.0,Yes,Freight Included in Commodity Cost,Truck,6.86,-201
972,Pre-PQ Process,SCMS-32920,ASN-2909,Nigeria,Direct Drop,EXW,HIV test,100,3622,289760.0,80.0,0.8,Yes,15045.56,Air,567.93,-181
973,Pre-PQ Process,SCMS-34690,ASN-3853,Tanzania,Direct Drop,CIP,Adult,30,2357,118792.8,50.4,1.68,No,See ASN-3853 (ID#:4824),Air,232.83,14
974,Pre-PQ Process,SCMS-35540,ASN-3208,Guyana,Direct Drop,EXW,HIV test,20,2086,66752.0,32.0,1.6,Yes,5926.53,Air,130.83,-122
975,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,Direct Drop,EXW,Adult,60,7800,22620.0,2.9,0.05,No,See ASN-3561 (ID#:2297),Air,44.34,-55
976,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,Direct Drop,EXW,Adult,60,22428,32520.6,1.45,0.02,No,See ASN-3562 (ID#:960),Air,63.74,-52
977,Pre-PQ Process,SCMS-37780,ASN-3698,Zambia,Direct Drop,EXW,HIV test,20,8000,256000.0,32.0,1.6,Yes,25513.66,Air,501.76,-53
978,Pre-PQ Process,SCMS-37800,ASN-3479,Tanzania,Direct Drop,DDP,HIV test,100,110,12650.0,115.0,1.15,Yes,Freight Included in Commodity Cost,Truck,24.79,-98
979,Pre-PQ Process,SCMS-31731,ASN-3455,Vietnam,Direct Drop,EXW,Adult,60,1176,10125.36,8.61,0.14,Yes,865.6,Air,19.85,-83
980,Pre-PQ Process,SCMS-38670,ASN-3678,Rwanda,Direct Drop,EXW,HIV test,20,963,30816.0,32.0,1.6,Yes,3100.66,Air,60.4,-56
981,Pre-PQ Process,SCMS-39430,ASN-3761,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,1500,105000.0,70.0,0.7,Yes,9749.73,Air,205.8,-18
982,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,Direct Drop,DDP,Pediatric,200,180,210.6,1.17,0.01,No,Freight Included in Commodity Cost,Air,0.41,-185
983,Pre-PQ Process,SCMS-40790,ASN-3575,South Africa,Direct Drop,DDP,Adult,60,6000,32520.0,5.42,0.09,No,Freight Included in Commodity Cost,Air,63.74,-182
984,Pre-PQ Process,SCMS-40810,ASN-3634,South Africa,Direct Drop,DDP,Adult,60,3600,13896.0,3.86,0.06,No,Freight Included in Commodity Cost,Air,27.24,-181
985,Pre-PQ Process,SCMS-40870,ASN-3582,South Africa,Direct Drop,DDP,Adult,60,5550,68098.5,12.27,0.2,No,Freight Included in Commodity Cost,Air,133.47,-122
986,Pre-PQ Process,SCMS-41070,ASN-3625,South Africa,Direct Drop,DDP,Pediatric,200,40,48.4,1.21,0.01,No,Freight Included in Commodity Cost,Air,0.09,-153
987,Pre-PQ Process,SCMS-41090,ASN-3626,South Africa,Direct Drop,DDP,Adult,60,24150,59892.0,2.48,0.04,No,Freight Included in Commodity Cost,Air,117.39,-125
988,Pre-PQ Process,SCMS-41100,ASN-4018,South Africa,Direct Drop,DDP,Adult,60,100,520.0,5.2,0.09,No,Freight Included in Commodity Cost,Air,1.02,-59
989,Pre-PQ Process,SCMS-50670,ASN-4609,South Africa,Direct Drop,DDP,Pediatric,240,1000,3550.0,3.55,0.01,Yes,Freight Included in Commodity Cost,Air,6.96,16
990,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,Direct Drop,DDP,Pediatric,60,10,94.9,9.49,0.16,No,Freight Included in Commodity Cost,Air,0.19,-192
991,Pre-PQ Process,SCMS-41160,ASN-3760,South Africa,Direct Drop,DDP,Adult,60,2000,10460.0,5.23,0.09,No,See ASN-3760 (ID#:5049),Air,20.5,-187
992,Pre-PQ Process,SCMS-41160,ASN-3760,South Africa,Direct Drop,DDP,Pediatric,200,150,949.5,6.33,0.03,No,See ASN-3760 (ID#:5049),Air,1.86,-187
993,Pre-PQ Process,SCMS-41230,ASN-3758,South Africa,Direct Drop,DDP,Adult,30,80,2542.4,31.78,1.06,Yes,Freight Included in Commodity Cost,Air,4.98,-110
994,Pre-PQ Process,SCMS-41230,ASN-3758,South Africa,Direct Drop,DDP,Adult,60,300,1212.0,4.04,0.07,No,Freight Included in Commodity Cost,Air,2.38,-110
995,Pre-PQ Process,SCMS-41230,ASN-3758,South Africa,Direct Drop,DDP,Adult,30,400,8692.0,21.73,0.72,No,Freight Included in Commodity Cost,Air,17.04,-110
996,Pre-PQ Process,SCMS-41582,ASN-4304,South Africa,Direct Drop,DDP,Adult,60,1000,19760.0,19.76,0.33,No,Freight Included in Commodity Cost,Air,38.73,-54
997,Pre-PQ Process,SCMS-41585,ASN-4386,South Africa,Direct Drop,DDP,Adult,120,1900,68362.0,35.98,0.3,No,Freight Included in Commodity Cost,Air,133.99,-41
998,Pre-PQ Process,SCMS-41585,ASN-4386,South Africa,Direct Drop,DDP,Adult,60,3344,23675.52,7.08,0.12,No,Freight Included in Commodity Cost,Air,46.4,-41
999,Pre-PQ Process,SCMS-49550,ASN-4610,South Africa,Direct Drop,DDP,Adult,60,7000,37520.0,5.36,0.09,Yes,Freight Included in Commodity Cost,Truck,73.54,24
1000,Pre-PQ Process,SCMS-49530,ASN-4613,South Africa,Direct Drop,DDP,Pediatric,240,1000,5650.0,5.65,0.02,Yes,Freight Included in Commodity Cost,Truck,11.07,16
1001,Pre-PQ Process,SCMS-42310,ASN-3896,Guyana,Direct Drop,EXW,HIV test,20,2026,64832.0,32.0,1.6,Yes,8727.54,Air,127.07,-14
1002,Pre-PQ Process,SCMS-47320,ASN-4224,South Africa,Direct Drop,DDP,Adult,60,1800,5418.0,3.01,0.05,No,Freight Included in Commodity Cost,Truck,10.62,-17
1003,Pre-PQ Process,SCMS-47320,ASN-4224,South Africa,Direct Drop,DDP,Pediatric,240,650,3614.0,5.56,0.02,No,Freight Included in Commodity Cost,Truck,7.08,-17
1004,Pre-PQ Process,SCMS-47380,ASN-4285,South Africa,Direct Drop,DDP,Adult,270,30,1970.4,65.68,0.24,No,Freight Included in Commodity Cost,Truck,3.86,-41
1005,Pre-PQ Process,SCMS-42710,ASN-4322,Haiti,Direct Drop,EXW,HIV test,100,60,21000.0,350.0,3.5,Yes,4185.29,Air,41.16,35
1006,Pre-PQ Process,SCMS-42960,ASN-4500,Kenya,Direct Drop,EXW,HIV test,100,7500,600000.0,80.0,0.8,Yes,17662.98,Air,1176.0,67
1007,Pre-PQ Process,SCMS-43321,ASN-4294,Nigeria,Direct Drop,EXW,HIV test,100,6393,511440.0,80.0,0.8,Yes,30697.91,Air,1002.42,23
1008,Pre-PQ Process,SCMS-43790,ASN-4460,Rwanda,Direct Drop,CIP,Adult,60,38736,348624.0,9.0,0.15,Yes,33235.44,Air,683.3,105
1009,Pre-PQ Process,SCMS-45050,ASN-4446,Vietnam,Direct Drop,EXW,Adult,30,22512,146328.0,6.5,0.22,Yes,5761.87,Air,286.8,63
1010,Pre-PQ Process,SCMS-45430,ASN-4660,Namibia,Direct Drop,EXW,HIV test,25,33,2475.0,75.0,3.0,Yes,238.56,Air,4.85,92
1011,Pre-PQ Process,SCMS-46050,ASN-4658,Namibia,Direct Drop,EXW,HIV test,25,950,71250.0,75.0,3.0,Yes,5213.02,Air,139.65,99
1012,Pre-PQ Process,SCMS-46460,ASN-4185,Botswana,Direct Drop,EXW,HIV test,20,138,4416.0,32.0,1.6,Yes,1060.43,Air,8.66,39
1013,Pre-PQ Process,SCMS-46570,ASN-4710,Vietnam,Direct Drop,CIP,Pediatric,60,480,3360.0,7.0,0.12,Yes,Freight Included in Commodity Cost,Air,6.59,84
1014,Pre-PQ Process,SCMS-46810,ASN-4412,Namibia,Direct Drop,EXW,HIV test,100,150,10800.0,72.0,0.72,Yes,2681.23,Air,21.17,58
1015,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,Direct Drop,DDP,Adult,60,550,8624.0,15.68,0.26,No,Freight Included in Commodity Cost,Truck,16.9,50
1016,Pre-PQ Process,SCMS-47051,ASN-4837,South Africa,Direct Drop,DDP,Adult,60,700,2457.0,3.51,0.06,No,Freight Included in Commodity Cost,Truck,4.82,63
1017,Pre-PQ Process,SCMS-47052,ASN-5369,South Africa,Direct Drop,DDP,Pediatric,240,200,1410.0,7.05,0.03,Yes,Freight Included in Commodity Cost,Truck,3.04,133
1018,Pre-PQ Process,SCMS-47060,ASN-4815,South Africa,Direct Drop,DDP,Pediatric,30,400,1468.0,3.67,0.12,Yes,Freight Included in Commodity Cost,Truck,2.88,50
1019,Pre-PQ Process,SCMS-54620,ASN-5365,Zambia,Direct Drop,EXW,HIV test,100,2500,180000.0,72.0,0.72,Yes,7513.71,Air,388.08,163
1020,Pre-PQ Process,SCMS-47150,ASN-4310,Namibia,Direct Drop,EXW,HIV test,20,120,3840.0,32.0,1.6,Yes,1862.27,Air,7.53,28
1021,Pre-PQ Process,SO-220,DN-4,Zambia,From RDC,N/A - From RDC,Adult,270,228,17948.16,78.72,0.29,Yes,1218.91,Air,47.04,-850
1022,Pre-PQ Process,SO-321,DN-13,Mozambique,From RDC,N/A - From RDC,Adult,270,764,60814.4,79.6,0.29,Yes,859.14,Air,47.04,-875
1023,Pre-PQ Process,SO-321,DN-13,Mozambique,From RDC,N/A - From RDC,Pediatric,30,341,1166.22,3.42,0.11,No,See DN-13 (ID#:10535),Air,47.04,-875
1024,Pre-PQ Process,SO-322,DN-14,Mozambique,From RDC,N/A - From RDC,Adult,30,10403,174250.25,16.75,0.56,Yes,1893.82,Air,47.04,-874
1025,Pre-PQ Process,SO-328,DN-22,Nigeria,From RDC,N/A - From RDC,Adult,120,5151,105595.5,20.5,0.17,Yes,2921,Air,47.04,-830
1026,Pre-PQ Process,SO-283,DN-16,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,2230,22857.5,10.25,0.17,Yes,2804,Air,47.04,-830
1027,Pre-PQ Process,SO-324,DN-17,Mozambique,From RDC,N/A - From RDC,Adult,30,747,12699.0,17.0,0.57,Yes,1338.04,Air,47.04,-874
1028,Pre-PQ Process,SO-253,DN-5,Zimbabwe,From RDC,N/A - From RDC,Adult,30,1050,17062.5,16.25,0.54,Yes,1428.67,Air,47.04,-846
1029,Pre-PQ Process,SO-339,DN-27,Nigeria,From RDC,N/A - From RDC,Pediatric,240,1200,2640.0,2.2,0.01,Yes,4535,Air,47.04,-830
1030,Pre-PQ Process,SO-339,DN-27,Nigeria,From RDC,N/A - From RDC,Adult,60,2170,6727.0,3.1,0.05,No,See DN-27 (ID#:10544),Air,47.04,-830
1031,Pre-PQ Process,SO-341,DN-93,Nigeria,From RDC,N/A - From RDC,Pediatric,240,1216,4256.0,3.5,0.01,Yes,3736,Air,47.04,-776
1032,Pre-PQ Process,SO-210,DN-114,Zambia,From RDC,N/A - From RDC,Adult,30,14851,389838.75,26.25,0.88,Yes,5245.98,Air,47.04,-747
1033,Pre-PQ Process,SO-343,DN-118,Nigeria,From RDC,N/A - From RDC,Adult,120,5661,116050.5,20.5,0.17,Yes,4104.5,Air,47.04,-755
1034,Pre-PQ Process,SO-293,DN-44,Mozambique,From RDC,N/A - From RDC,Adult,270,470,35856.3,76.29,0.28,Yes,7364.3,Air,47.04,-776
1035,Pre-PQ Process,SO-284,DN-46,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,1778,18224.5,10.25,0.17,Yes,2601,Air,47.04,-759
1036,Pre-PQ Process,SO-436,DN-73,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,9000,67500.0,7.5,0.12,Yes,3166,Air,47.04,-763
